original,gentle,playful,bold,id,scenario
"Actually, What brings you here?","What brings you here? Fate, I'm hoping","What brings you here? My prayers being answered, apparently","What brings you here? Doesn't matter, I'm just glad you came",flirt_0822,shared activity
"Oh, What brings you here?","What brings you here? Fate, I'm hoping","What brings you here? My prayers being answered, apparently","What brings you here? Doesn't matter, I'm just glad you came",flirt_0823,planned encounter
"Well, What brings you here?","What brings you here? Fate, I'm hoping","What brings you here? My prayers being answered, apparently","What brings you here? Doesn't matter, I'm just glad you came",flirt_0824,spontaneous meeting
"Um, What brings you here?","What brings you here? Fate, I'm hoping","What brings you here? My prayers being answered, apparently","What brings you here? Doesn't matter, I'm just glad you came",flirt_0825,spontaneous meeting
"Honestly, What brings you here?","What brings you here? Fate, I'm hoping","What brings you here? My prayers being answered, apparently","What brings you here? Doesn't matter, I'm just glad you came",flirt_0826,casual environment
"Hey, Hey",Hey there... hope you don't mind me reaching out,Hey! Fair warning: this message comes with charm and good intentions,Hey gorgeous... been thinking about you,flirt_0827,casual environment
"So, Hey",Hey there... hope you don't mind me reaching out,Hey! Fair warning: this message comes with charm and good intentions,Hey gorgeous... been thinking about you,flirt_0828,energetic environment
"Actually, Hey",Hey there... hope you don't mind me reaching out,Hey! Fair warning: this message comes with charm and good intentions,Hey gorgeous... been thinking about you,flirt_0829,group setting
"Oh, Hey",Hey there... hope you don't mind me reaching out,Hey! Fair warning: this message comes with charm and good intentions,Hey gorgeous... been thinking about you,flirt_0830,casual environment
"Well, Hey",Hey there... hope you don't mind me reaching out,Hey! Fair warning: this message comes with charm and good intentions,Hey gorgeous... been thinking about you,flirt_0831,community space
"Um, Hey",Hey there... hope you don't mind me reaching out,Hey! Fair warning: this message comes with charm and good intentions,Hey gorgeous... been thinking about you,flirt_0832,learning environment
"Honestly, Hey",Hey there... hope you don't mind me reaching out,Hey! Fair warning: this message comes with charm and good intentions,Hey gorgeous... been thinking about you,flirt_0833,learning environment
"Hey, Hi",Hi! I've been wanting to message you all day,Hi! Did you know you're impossible to get out of my head?,Hi beautiful... miss me?,flirt_0834,entertainment venue
"So, Hi",Hi! I've been wanting to message you all day,Hi! Did you know you're impossible to get out of my head?,Hi beautiful... miss me?,flirt_0835,outdoor setting
"Actually, Hi",Hi! I've been wanting to message you all day,Hi! Did you know you're impossible to get out of my head?,Hi beautiful... miss me?,flirt_0836,everyday moment
"Oh, Hi",Hi! I've been wanting to message you all day,Hi! Did you know you're impossible to get out of my head?,Hi beautiful... miss me?,flirt_0837,learning environment
"Well, Hi",Hi! I've been wanting to message you all day,Hi! Did you know you're impossible to get out of my head?,Hi beautiful... miss me?,flirt_0838,shopping area
"Um, Hi",Hi! I've been wanting to message you all day,Hi! Did you know you're impossible to get out of my head?,Hi beautiful... miss me?,flirt_0839,friendly encounter
"Honestly, Hi",Hi! I've been wanting to message you all day,Hi! Did you know you're impossible to get out of my head?,Hi beautiful... miss me?,flirt_0840,social gathering
"Hey, Good morning",Good morning! Hope your day is as lovely as you are,Good morning sunshine! You're the first thing I thought of today,Good morning gorgeous... wish I was saying this in person,flirt_0841,private moment
"So, Good morning",Good morning! Hope your day is as lovely as you are,Good morning sunshine! You're the first thing I thought of today,Good morning gorgeous... wish I was saying this in person,flirt_0842,planned encounter
"Actually, Good morning",Good morning! Hope your day is as lovely as you are,Good morning sunshine! You're the first thing I thought of today,Good morning gorgeous... wish I was saying this in person,flirt_0843,special occasion
"Oh, Good morning",Good morning! Hope your day is as lovely as you are,Good morning sunshine! You're the first thing I thought of today,Good morning gorgeous... wish I was saying this in person,flirt_0844,energetic environment
"Well, Good morning",Good morning! Hope your day is as lovely as you are,Good morning sunshine! You're the first thing I thought of today,Good morning gorgeous... wish I was saying this in person,flirt_0845,energetic environment
"Um, Good morning",Good morning! Hope your day is as lovely as you are,Good morning sunshine! You're the first thing I thought of today,Good morning gorgeous... wish I was saying this in person,flirt_0846,shared activity
"Honestly, Good morning",Good morning! Hope your day is as lovely as you are,Good morning sunshine! You're the first thing I thought of today,Good morning gorgeous... wish I was saying this in person,flirt_0847,social gathering
"Hey, Good night","Good night... sweet dreams, and maybe dream of me?",Good night! I'll be dreaming of that beautiful smile,Good night sexy... wish I was there to tuck you in,flirt_0848,dining experience
"So, Good night","Good night... sweet dreams, and maybe dream of me?",Good night! I'll be dreaming of that beautiful smile,Good night sexy... wish I was there to tuck you in,flirt_0849,celebration
"Actually, Good night","Good night... sweet dreams, and maybe dream of me?",Good night! I'll be dreaming of that beautiful smile,Good night sexy... wish I was there to tuck you in,flirt_0850,social event
"Oh, Good night","Good night... sweet dreams, and maybe dream of me?",Good night! I'll be dreaming of that beautiful smile,Good night sexy... wish I was there to tuck you in,flirt_0851,planned encounter
"Well, Good night","Good night... sweet dreams, and maybe dream of me?",Good night! I'll be dreaming of that beautiful smile,Good night sexy... wish I was there to tuck you in,flirt_0852,night scene
"Um, Good night","Good night... sweet dreams, and maybe dream of me?",Good night! I'll be dreaming of that beautiful smile,Good night sexy... wish I was there to tuck you in,flirt_0853,community space
"Honestly, Good night","Good night... sweet dreams, and maybe dream of me?",Good night! I'll be dreaming of that beautiful smile,Good night sexy... wish I was there to tuck you in,flirt_0854,learning environment
"Hey, How was your day?",How was your day? Hope it was filled with as much joy as you bring me,How was your day? Did anyone else get distracted by how amazing you look?,How was your day? Would've been better if I was in it,flirt_0855,entertainment venue
"So, How was your day?",How was your day? Hope it was filled with as much joy as you bring me,How was your day? Did anyone else get distracted by how amazing you look?,How was your day? Would've been better if I was in it,flirt_0856,community space
"Actually, How was your day?",How was your day? Hope it was filled with as much joy as you bring me,How was your day? Did anyone else get distracted by how amazing you look?,How was your day? Would've been better if I was in it,flirt_0857,day activity
"Oh, How was your day?",How was your day? Hope it was filled with as much joy as you bring me,How was your day? Did anyone else get distracted by how amazing you look?,How was your day? Would've been better if I was in it,flirt_0858,cultural venue
"Well, How was your day?",How was your day? Hope it was filled with as much joy as you bring me,How was your day? Did anyone else get distracted by how amazing you look?,How was your day? Would've been better if I was in it,flirt_0859,social gathering
"Um, How was your day?",How was your day? Hope it was filled with as much joy as you bring me,How was your day? Did anyone else get distracted by how amazing you look?,How was your day? Would've been better if I was in it,flirt_0860,group setting
"Honestly, How was your day?",How was your day? Hope it was filled with as much joy as you bring me,How was your day? Did anyone else get distracted by how amazing you look?,How was your day? Would've been better if I was in it,flirt_0861,fitness activity
"Hey, Thinking of you",Thinking of you... and that incredible laugh of yours,Thinking of you... which is becoming a full-time occupation,Thinking of you... and what I'd do if you were here,flirt_0862,formal setting
"So, Thinking of you",Thinking of you... and that incredible laugh of yours,Thinking of you... which is becoming a full-time occupation,Thinking of you... and what I'd do if you were here,flirt_0863,community space
"Actually, Thinking of you",Thinking of you... and that incredible laugh of yours,Thinking of you... which is becoming a full-time occupation,Thinking of you... and what I'd do if you were here,flirt_0864,transportation
"Oh, Thinking of you",Thinking of you... and that incredible laugh of yours,Thinking of you... which is becoming a full-time occupation,Thinking of you... and what I'd do if you were here,flirt_0865,casual conversation
"Well, Thinking of you",Thinking of you... and that incredible laugh of yours,Thinking of you... which is becoming a full-time occupation,Thinking of you... and what I'd do if you were here,flirt_0866,fitness activity
"Um, Thinking of you",Thinking of you... and that incredible laugh of yours,Thinking of you... which is becoming a full-time occupation,Thinking of you... and what I'd do if you were here,flirt_0867,night scene
"Honestly, Thinking of you",Thinking of you... and that incredible laugh of yours,Thinking of you... which is becoming a full-time occupation,Thinking of you... and what I'd do if you were here,flirt_0868,night scene
"Hey, Miss you",Miss you... can't wait to see that beautiful smile again,Miss you! My day feels incomplete without your charm in it,Miss you... especially your body against mine,flirt_0869,travel situation
"So, Miss you",Miss you... can't wait to see that beautiful smile again,Miss you! My day feels incomplete without your charm in it,Miss you... especially your body against mine,flirt_0870,chance meeting
"Actually, Miss you",Miss you... can't wait to see that beautiful smile again,Miss you! My day feels incomplete without your charm in it,Miss you... especially your body against mine,flirt_0871,private moment
"Oh, Miss you",Miss you... can't wait to see that beautiful smile again,Miss you! My day feels incomplete without your charm in it,Miss you... especially your body against mine,flirt_0872,public interaction
"Well, Miss you",Miss you... can't wait to see that beautiful smile again,Miss you! My day feels incomplete without your charm in it,Miss you... especially your body against mine,flirt_0873,recreational setting
"Um, Miss you",Miss you... can't wait to see that beautiful smile again,Miss you! My day feels incomplete without your charm in it,Miss you... especially your body against mine,flirt_0874,waiting situation
"Honestly, Miss you",Miss you... can't wait to see that beautiful smile again,Miss you! My day feels incomplete without your charm in it,Miss you... especially your body against mine,flirt_0875,daytime interaction
"Hey, Can't sleep",Can't sleep... you're on my mind,Can't sleep... too busy thinking about how lucky I am to know you,Can't sleep... keep thinking about what we could be doing right now,flirt_0876,fitness activity
"So, Can't sleep",Can't sleep... you're on my mind,Can't sleep... too busy thinking about how lucky I am to know you,Can't sleep... keep thinking about what we could be doing right now,flirt_0877,recreational setting
"Actually, Can't sleep",Can't sleep... you're on my mind,Can't sleep... too busy thinking about how lucky I am to know you,Can't sleep... keep thinking about what we could be doing right now,flirt_0878,fitness activity
"Oh, Can't sleep",Can't sleep... you're on my mind,Can't sleep... too busy thinking about how lucky I am to know you,Can't sleep... keep thinking about what we could be doing right now,flirt_0879,spontaneous meeting
"Well, Can't sleep",Can't sleep... you're on my mind,Can't sleep... too busy thinking about how lucky I am to know you,Can't sleep... keep thinking about what we could be doing right now,flirt_0880,planned encounter
"Um, Can't sleep",Can't sleep... you're on my mind,Can't sleep... too busy thinking about how lucky I am to know you,Can't sleep... keep thinking about what we could be doing right now,flirt_0881,entertainment venue
"Honestly, Can't sleep",Can't sleep... you're on my mind,Can't sleep... too busy thinking about how lucky I am to know you,Can't sleep... keep thinking about what we could be doing right now,flirt_0882,cultural venue
"Hey, Random question",Random question: do you know how amazing you are?,Random question: are you always this distractingly beautiful?,Random question: what are you wearing right now?,flirt_0883,public place
"So, Random question",Random question: do you know how amazing you are?,Random question: are you always this distractingly beautiful?,Random question: what are you wearing right now?,flirt_0884,everyday moment
"Actually, Random question",Random question: do you know how amazing you are?,Random question: are you always this distractingly beautiful?,Random question: what are you wearing right now?,flirt_0885,intimate setting
"Oh, Random question",Random question: do you know how amazing you are?,Random question: are you always this distractingly beautiful?,Random question: what are you wearing right now?,flirt_0886,fitness activity
"Well, Random question",Random question: do you know how amazing you are?,Random question: are you always this distractingly beautiful?,Random question: what are you wearing right now?,flirt_0887,celebration
"Um, Random question",Random question: do you know how amazing you are?,Random question: are you always this distractingly beautiful?,Random question: what are you wearing right now?,flirt_0888,one-on-one
"Honestly, Random question",Random question: do you know how amazing you are?,Random question: are you always this distractingly beautiful?,Random question: what are you wearing right now?,flirt_0889,evening out
"Hey, Nice pic",Beautiful photo... you have such a natural grace,Nice pic! Warning: may cause uncontrollable smiling,Damn... you're stunning in every photo,flirt_0890,professional context
"So, Nice pic",Beautiful photo... you have such a natural grace,Nice pic! Warning: may cause uncontrollable smiling,Damn... you're stunning in every photo,flirt_0891,entertainment venue
"Actually, Nice pic",Beautiful photo... you have such a natural grace,Nice pic! Warning: may cause uncontrollable smiling,Damn... you're stunning in every photo,flirt_0892,shopping area
"Oh, Nice pic",Beautiful photo... you have such a natural grace,Nice pic! Warning: may cause uncontrollable smiling,Damn... you're stunning in every photo,flirt_0893,special occasion
"Well, Nice pic",Beautiful photo... you have such a natural grace,Nice pic! Warning: may cause uncontrollable smiling,Damn... you're stunning in every photo,flirt_0894,casual conversation
"Um, Nice pic",Beautiful photo... you have such a natural grace,Nice pic! Warning: may cause uncontrollable smiling,Damn... you're stunning in every photo,flirt_0895,group setting
"Honestly, Nice pic",Beautiful photo... you have such a natural grace,Nice pic! Warning: may cause uncontrollable smiling,Damn... you're stunning in every photo,flirt_0896,evening out
"Hey, Love this post",Love this post... almost as much as I enjoy everything you share,Love this! You always know how to make my day better,Love this... love everything about you actually,flirt_0897,learning environment
"So, Love this post",Love this post... almost as much as I enjoy everything you share,Love this! You always know how to make my day better,Love this... love everything about you actually,flirt_0898,day activity
"Actually, Love this post",Love this post... almost as much as I enjoy everything you share,Love this! You always know how to make my day better,Love this... love everything about you actually,flirt_0899,friendly encounter
"Oh, Love this post",Love this post... almost as much as I enjoy everything you share,Love this! You always know how to make my day better,Love this... love everything about you actually,flirt_0900,learning environment
"Well, Love this post",Love this post... almost as much as I enjoy everything you share,Love this! You always know how to make my day better,Love this... love everything about you actually,flirt_0901,private moment
"Um, Love this post",Love this post... almost as much as I enjoy everything you share,Love this! You always know how to make my day better,Love this... love everything about you actually,flirt_0902,casual environment
"Honestly, Love this post",Love this post... almost as much as I enjoy everything you share,Love this! You always know how to make my day better,Love this... love everything about you actually,flirt_0903,social event
"Hey, Great story",Great story! You always have the most interesting perspective,Great story! You could read the phone book and I'd be fascinated,Great story... you're the most interesting person I follow,flirt_0904,special occasion
"So, Great story",Great story! You always have the most interesting perspective,Great story! You could read the phone book and I'd be fascinated,Great story... you're the most interesting person I follow,flirt_0905,crowded place
"Actually, Great story",Great story! You always have the most interesting perspective,Great story! You could read the phone book and I'd be fascinated,Great story... you're the most interesting person I follow,flirt_0906,public place
"Oh, Great story",Great story! You always have the most interesting perspective,Great story! You could read the phone book and I'd be fascinated,Great story... you're the most interesting person I follow,flirt_0907,cultural venue
"Well, Great story",Great story! You always have the most interesting perspective,Great story! You could read the phone book and I'd be fascinated,Great story... you're the most interesting person I follow,flirt_0908,community space
"Um, Great story",Great story! You always have the most interesting perspective,Great story! You could read the phone book and I'd be fascinated,Great story... you're the most interesting person I follow,flirt_0909,one-on-one
"Honestly, Great story",Great story! You always have the most interesting perspective,Great story! You could read the phone book and I'd be fascinated,Great story... you're the most interesting person I follow,flirt_0910,travel situation
"Hey, Saw your post",Saw your post and had to tell you how radiant you look,Saw your post... had to stop scrolling and appreciate the view,Saw your post... couldn't scroll past without telling you how hot you look,flirt_0911,travel situation
"So, Saw your post",Saw your post and had to tell you how radiant you look,Saw your post... had to stop scrolling and appreciate the view,Saw your post... couldn't scroll past without telling you how hot you look,flirt_0912,cultural venue
"Actually, Saw your post",Saw your post and had to tell you how radiant you look,Saw your post... had to stop scrolling and appreciate the view,Saw your post... couldn't scroll past without telling you how hot you look,flirt_0913,spontaneous meeting
"Oh, Saw your post",Saw your post and had to tell you how radiant you look,Saw your post... had to stop scrolling and appreciate the view,Saw your post... couldn't scroll past without telling you how hot you look,flirt_0914,outdoor setting
"Well, Saw your post",Saw your post and had to tell you how radiant you look,Saw your post... had to stop scrolling and appreciate the view,Saw your post... couldn't scroll past without telling you how hot you look,flirt_0915,formal setting
"Um, Saw your post",Saw your post and had to tell you how radiant you look,Saw your post... had to stop scrolling and appreciate the view,Saw your post... couldn't scroll past without telling you how hot you look,flirt_0916,outdoor setting
"Honestly, Saw your post",Saw your post and had to tell you how radiant you look,Saw your post... had to stop scrolling and appreciate the view,Saw your post... couldn't scroll past without telling you how hot you look,flirt_0917,public interaction
"Hey, Thank you",You're welcome... though I was just stating the obvious,You're welcome! Fair warning: the compliments are just getting started,Don't thank me... thank genetics for making you this gorgeous,flirt_0918,outdoor setting
"So, Thank you",You're welcome... though I was just stating the obvious,You're welcome! Fair warning: the compliments are just getting started,Don't thank me... thank genetics for making you this gorgeous,flirt_0919,waiting situation
"Actually, Thank you",You're welcome... though I was just stating the obvious,You're welcome! Fair warning: the compliments are just getting started,Don't thank me... thank genetics for making you this gorgeous,flirt_0920,social event
"Oh, Thank you",You're welcome... though I was just stating the obvious,You're welcome! Fair warning: the compliments are just getting started,Don't thank me... thank genetics for making you this gorgeous,flirt_0921,private moment
"Well, Thank you",You're welcome... though I was just stating the obvious,You're welcome! Fair warning: the compliments are just getting started,Don't thank me... thank genetics for making you this gorgeous,flirt_0922,shopping area
"Um, Thank you",You're welcome... though I was just stating the obvious,You're welcome! Fair warning: the compliments are just getting started,Don't thank me... thank genetics for making you this gorgeous,flirt_0923,group setting
"Honestly, Thank you",You're welcome... though I was just stating the obvious,You're welcome! Fair warning: the compliments are just getting started,Don't thank me... thank genetics for making you this gorgeous,flirt_0924,social event
"Hey, That's sweet",Not as sweet as you... or that smile,Sweet? Just wait until you get to know me better,Sweet? I can be much sweeter... and naughtier,flirt_0925,fitness activity
"So, That's sweet",Not as sweet as you... or that smile,Sweet? Just wait until you get to know me better,Sweet? I can be much sweeter... and naughtier,flirt_0926,day activity
"Actually, That's sweet",Not as sweet as you... or that smile,Sweet? Just wait until you get to know me better,Sweet? I can be much sweeter... and naughtier,flirt_0927,public place
"Oh, That's sweet",Not as sweet as you... or that smile,Sweet? Just wait until you get to know me better,Sweet? I can be much sweeter... and naughtier,flirt_0928,private moment
"Well, That's sweet",Not as sweet as you... or that smile,Sweet? Just wait until you get to know me better,Sweet? I can be much sweeter... and naughtier,flirt_0929,shopping area
"Um, That's sweet",Not as sweet as you... or that smile,Sweet? Just wait until you get to know me better,Sweet? I can be much sweeter... and naughtier,flirt_0930,social gathering
"Honestly, That's sweet",Not as sweet as you... or that smile,Sweet? Just wait until you get to know me better,Sweet? I can be much sweeter... and naughtier,flirt_0931,shopping area
"Hey, You're too kind",Just honest... you bring out the romantic in me,Too kind? Impossible when it comes to you,Too kind? I haven't even started yet,flirt_0932,community space
"So, You're too kind",Just honest... you bring out the romantic in me,Too kind? Impossible when it comes to you,Too kind? I haven't even started yet,flirt_0933,outdoor setting
"Actually, You're too kind",Just honest... you bring out the romantic in me,Too kind? Impossible when it comes to you,Too kind? I haven't even started yet,flirt_0934,energetic environment
"Oh, You're too kind",Just honest... you bring out the romantic in me,Too kind? Impossible when it comes to you,Too kind? I haven't even started yet,flirt_0935,celebration
"Well, You're too kind",Just honest... you bring out the romantic in me,Too kind? Impossible when it comes to you,Too kind? I haven't even started yet,flirt_0936,shared activity
"Um, You're too kind",Just honest... you bring out the romantic in me,Too kind? Impossible when it comes to you,Too kind? I haven't even started yet,flirt_0937,day activity
"Honestly, You're too kind",Just honest... you bring out the romantic in me,Too kind? Impossible when it comes to you,Too kind? I haven't even started yet,flirt_0938,friendly encounter
What's excellent here?,"Everything's good, but the view just got better since you walked in","Well, the coffee's great, but you're definitely the sweetest thing here",You tell me - are you on the menu?,flirt_0939,community space
What's fantastic here?,"Everything's good, but the view just got better since you walked in","Well, the coffee's great, but you're definitely the sweetest thing here",You tell me - are you on the menu?,flirt_0940,public place
This song is amazing,This song is perfect... almost as perfect as this moment,Great song! It's like the DJ knew I was about to meet someone amazing,Great song for making out to... just saying,flirt_0941,formal setting
This song is incredible,This song is perfect... almost as perfect as this moment,Great song! It's like the DJ knew I was about to meet someone amazing,Great song for making out to... just saying,flirt_0942,entertainment venue
Everything looks excellent,Everything looks good here... especially the company,"Everything looks good, but you're definitely the most appetizing thing I've seen","Everything looks good, but I'm only hungry for your number",flirt_0943,shared activity
Everything looks fantastic,Everything looks good here... especially the company,"Everything looks good, but you're definitely the most appetizing thing I've seen","Everything looks good, but I'm only hungry for your number",flirt_0944,casual environment
This place is lovely,"Nice place, but the company is what makes it perfect",Nice place! Not as nice as the view across from me though,Nice place... my bedroom's nicer though,flirt_0945,private moment
This place is beautiful,"Nice place, but the company is what makes it perfect",Nice place! Not as nice as the view across from me though,Nice place... my bedroom's nicer though,flirt_0946,waiting situation
It was lovely meeting you,It was lovely meeting you... I hope it's not the last time,Nice meeting you! Fair warning: you're going to be stuck in my head all day,Nice meeting you... now let's make plans to meet again,flirt_0947,energetic environment
It was beautiful meeting you,It was lovely meeting you... I hope it's not the last time,Nice meeting you! Fair warning: you're going to be stuck in my head all day,Nice meeting you... now let's make plans to meet again,flirt_0948,chance meeting
That looks excellent on you,That looks incredible on you... you have such great taste,"Looks good! But honestly, you'd look good in anything... or nothing",Looks good... but it would look better on my bedroom floor,flirt_0949,cultural venue
That looks fantastic on you,That looks incredible on you... you have such great taste,"Looks good! But honestly, you'd look good in anything... or nothing",Looks good... but it would look better on my bedroom floor,flirt_0950,public place
Can I ask you something?,Can I ask you something?... you light up any room,"Can I ask you something?... but first, are you single? Asking for me",Can I ask you something?... what do you say we continue this privately?,flirt_0951,community space
Do you believe in love at first sight?,Do you believe in love at first sight?... and I mean that sincerely,Do you believe in love at first sight?... plot twist: I'm actually shy,Do you believe in love at first sight?... I know what I want,flirt_0952,public interaction
Are you always this charming?,Are you always this charming?... I'm drawn to your warmth,Are you always this charming?... true story: I'm smitten,Are you always this charming?... what do you say we continue this privately?,flirt_0953,public interaction
Is it just me or is there chemistry here?,Is it just me or is there chemistry here?... I hope I'm not being too forward,"Is it just me or is there chemistry here?... smooth, right? I practiced that",Is it just me or is there chemistry here?... and I want you,flirt_0954,dining experience
Would you like to spend more time together?,Would you like to spend more time together?... you light up any room,Would you like to spend more time together?... fun fact: you're perfect,Would you like to spend more time together?... now give me your number,flirt_0955,planned encounter
Can I see you again?,Can I see you again?... there's something magical about you,"Can I see you again?... and yes, I'm totally hitting on you",Can I see you again?... life's too short for maybe,flirt_0956,group setting
Will you go out with me?,Will you go out with me?... you have this amazing energy,Will you go out with me?... fun fact: you're perfect,Will you go out with me?... life's too short for maybe,flirt_0957,recreational setting
Are you free sometime?,Are you free sometime?... and I hope that's okay to say,Are you free sometime?... true story: I'm smitten,Are you free sometime?... so what's it gonna be?,flirt_0958,dining experience
Can I get to know you better?,Can I get to know you better?... and I mean that sincerely,Can I get to know you better?... did it work? Am I charming yet?,Can I get to know you better?... I know what I want,flirt_0959,everyday moment
Will you give me a chance?,Will you give me a chance?... you light up any room,Will you give me a chance?... spoiler alert: I like you,Will you give me a chance?... so what's it gonna be?,flirt_0960,entertainment venue
I can't stop staring,I can't stop staring... you're genuinely captivating,I can't stop staring... fun fact: you're perfect,I can't stop staring... let's skip the games,flirt_0961,travel situation
You're incredible,You're incredible... you light up any room,You're incredible... spoiler alert: I like you,You're incredible... your place or mine?,flirt_0962,recreational setting
This feels right,This feels right... you have this amazing energy,This feels right... true story: I'm smitten,This feels right... let's skip the games,flirt_0963,relaxed atmosphere
You're my type,You're my type... you seem like someone truly special,"You're my type... and yes, I'm totally hitting on you",You're my type... life's too short for maybe,flirt_0964,chance meeting
I'm attracted to you,I'm attracted to you... I'd love to get to know you better,I'm attracted to you... spoiler alert: I like you,I'm attracted to you... your place or mine?,flirt_0965,formal setting
You're special,You're special... you have this amazing energy,You're special... fair warning: I'm about to be adorable,You're special... I'm not leaving without your digits,flirt_0966,planned encounter
I like you,I like you... you seem like someone truly special,I like you... did it work? Am I charming yet?,I like you... and I want you,flirt_0967,shopping area
You're perfect,You're perfect... you're genuinely captivating,"You're perfect... smooth, right? I practiced that",You're perfect... I know what I want,flirt_0968,learning environment
I want you,I want you... you're genuinely captivating,I want you... did it work? Am I charming yet?,I want you... let's skip the games,flirt_0969,fitness activity
You look amazing,You look amazing... you have this amazing energy,You look amazing... plot twist: I'm actually shy,You look amazing... so let's make this happen,flirt_0970,casual environment
Your eyes are beautiful,Your eyes are beautiful... and I mean that sincerely,"Your eyes are beautiful... and yes, I'm totally hitting on you",Your eyes are beautiful... let's skip the games,flirt_0971,casual conversation
I love your laugh,I love your laugh... you have this amazing energy,"I love your laugh... smooth, right? I practiced that",I love your laugh... so let's make this happen,flirt_0972,shared activity
You're so smart,You're so smart... you seem like someone truly special,"You're so smart... and yes, I'm totally hitting on you",You're so smart... now give me your number,flirt_0973,relaxed atmosphere
You're talented,You're talented... you seem like someone truly special,You're talented... fair warning: I'm about to be adorable,You're talented... so let's make this happen,flirt_0974,quiet moment
You're confident,You're confident... I'd love to get to know you better,"You're confident... but first, are you single? Asking for me",You're confident... now give me your number,flirt_0975,casual environment
You're mysterious,You're mysterious... I'm drawn to your warmth,"You're mysterious... smooth, right? I practiced that",You're mysterious... let's skip the games,flirt_0976,energetic environment
You're irresistible,You're irresistible... there's something magical about you,"You're irresistible... and yes, I'm totally hitting on you",You're irresistible... what do you say we continue this privately?,flirt_0977,social event
You're enchanting,You're enchanting... I'd love to get to know you better,You're enchanting... fun fact: you're perfect,You're enchanting... so what's it gonna be?,flirt_0978,night scene
You're captivating,You're captivating... you seem like someone truly special,You're captivating... fun fact: you're perfect,You're captivating... so what's it gonna be?,flirt_0979,formal setting
What a coincidence,What a coincidence... and I mean that sincerely,"What a coincidence... but first, are you single? Asking for me",What a coincidence... let's skip the games,flirt_0980,daytime interaction
Lucky me,Lucky me... you light up any room,Lucky me... plot twist: I'm actually shy,Lucky me... so let's make this happen,flirt_0981,fitness activity
Perfect timing,Perfect timing... I'd love to get to know you better,Perfect timing... spoiler alert: I like you,Perfect timing... your place or mine?,flirt_0982,waiting situation
Small world,Small world... there's something magical about you,Small world... spoiler alert: I like you,Small world... now give me your number,flirt_0983,shared activity
Fate brought us together,Fate brought us together... you seem like someone truly special,Fate brought us together... true story: I'm smitten,Fate brought us together... I know what I want,flirt_0984,social gathering
Stars aligned,Stars aligned... you're genuinely captivating,Stars aligned... plot twist: I'm actually shy,Stars aligned... now give me your number,flirt_0985,group setting
Dream come true,Dream come true... you have this amazing energy,Dream come true... true story: I'm smitten,Dream come true... now give me your number,flirt_0986,daytime interaction
Wish granted,Wish granted... and I hope that's okay to say,Wish granted... breaking news: you're gorgeous,Wish granted... now give me your number,flirt_0987,group setting
Meant to be,Meant to be... you light up any room,Meant to be... plot twist: I'm actually shy,Meant to be... I'm not leaving without your digits,flirt_0988,shopping area
"Right place, right time","Right place, right time... and I hope that's okay to say","Right place, right time... but first, are you single? Asking for me","Right place, right time... I know what I want",flirt_0989,dining experience
Let's talk more,Let's talk more... I'd love to get to know you better,Let's talk more... breaking news: you're gorgeous,Let's talk more... life's too short for maybe,flirt_0990,dining experience
Come closer,Come closer... I'm drawn to your warmth,Come closer... true story: I'm smitten,Come closer... let's skip the games,flirt_0991,planned encounter
Stay with me,Stay with me... there's something magical about you,Stay with me... did it work? Am I charming yet?,Stay with me... your place or mine?,flirt_0992,energetic environment
Don't leave yet,Don't leave yet... you're genuinely captivating,"Don't leave yet... and yes, I'm totally hitting on you",Don't leave yet... life's too short for maybe,flirt_0993,daytime interaction
Follow my lead,Follow my lead... I'm drawn to your warmth,Follow my lead... plot twist: I'm actually shy,Follow my lead... life's too short for maybe,flirt_0994,transportation
Trust me,Trust me... you light up any room,Trust me... did it work? Am I charming yet?,Trust me... and I want you,flirt_0995,relaxed atmosphere
Take my hand,Take my hand... I'd love to get to know you better,Take my hand... spoiler alert: I like you,Take my hand... what do you say we continue this privately?,flirt_0996,private moment
Come with me,Come with me... you light up any room,Come with me... breaking news: you're gorgeous,Come with me... let's skip the games,flirt_0997,quiet moment
Let's get out of here,Let's get out of here... and I mean that sincerely,Let's get out of here... spoiler alert: I like you,Let's get out of here... so let's make this happen,flirt_0998,private moment
Spend time with me,Spend time with me... and I hope that's okay to say,Spend time with me... fun fact: you're perfect,Spend time with me... what do you say we continue this privately?,flirt_0999,fitness activity
Right now,Right now... there's something magical about you,Right now... true story: I'm smitten,Right now... your place or mine?,flirt_1000,entertainment venue
Tonight,Tonight... and I hope that's okay to say,"Tonight... but first, are you single? Asking for me",Tonight... I'm not leaving without your digits,flirt_1001,chance meeting
This moment,This moment... you have this amazing energy,"This moment... but first, are you single? Asking for me",This moment... and I want you,flirt_1002,spontaneous meeting
Forever,Forever... and I mean that sincerely,Forever... did it work? Am I charming yet?,Forever... your place or mine?,flirt_1003,special occasion
Always,Always... you have this amazing energy,Always... spoiler alert: I like you,Always... so what's it gonna be?,flirt_1004,energetic environment
Every day,Every day... you're genuinely captivating,Every day... did it work? Am I charming yet?,Every day... what do you say we continue this privately?,flirt_1005,day activity
All the time,All the time... you're genuinely captivating,All the time... spoiler alert: I like you,All the time... so what's it gonna be?,flirt_1006,community space
Never again,Never again... there's something magical about you,"Never again... and yes, I'm totally hitting on you",Never again... now give me your number,flirt_1007,shopping area
