text,label
Nice moves... want to show me some more somewhere private?,1
hmm Nice outfit... it would look even better on my bedroom floor,1
What's new? The fact that I can't stop staring at you,1
so Studying hard?,0
Great story! You always have the most interesting perspective,1
okay Great music tonight noted,0
well Thinking of you,0
Slow service... want to skip to my place for faster service?,1
"wow Do you come here often? Because if you say yes, I'm getting a membership immediately tonight",1
hmm I keep thinking.,0
Bad connection,0
Packed in here... want to go somewhere we can have some privacy? haha,1
okay Want to share? How about we share a bed later?,1
Hey! Fair warning: this message comes with charm and good intentions,1
so Great presentation,0
"Actually, Having fun? alright",0
Who is that?.,0
Know many people here?... I'd love to get to know you better,1
"hmm Oh, The water's perfect",0
hmm I agree.,0
okay I hunger to devour every part of you,1
Not at all,0
hey It was lovely meeting you... I hope it's not the last time haha,1
Miss you! My day feels incomplete without your charm in it,1
I'm addicted.,0
so Great choice noted,0
well Last call! Good thing the night is still young for us,1
alright I love your laugh,0
hmm Nice meeting you! Fair warning: you're going to be stuck in my head all day tonight,1
"Actually, What size are you? maybe",0
wow Saw your post... couldn't scroll past without telling you how hot you look,1
"so Oh, Love this post",0
I doubt,0
"hey Can you spot me? I'm already falling for you, might as well make it literal",1
I love your style,0
"Hey, What's up? alright",0
so That's weird,0
Want to step outside? I'd love to continue our conversation somewhere quieter,1
wow Perfect water... perfect company... perfect moment,1
"Um, Everything looks good alright",0
That looks good on you maybe,0
"What brings you here? Doesn't matter, I'm just glad you came",1
well Crowded here alright,0
hmm Hey there... hope you don't mind me reaching out tonight,1
wow Love this post... almost as much as I enjoy everything you share tonight,1
wow Busy today... your place or mine?,1
You have perfect form... and I'm not just talking about your workout,1
How have you been?... I hope I'm not being too forward,1
"okay Great coffee, but I'm more interested in getting your number than my caffeine fix",1
well Come here often? alright,0
"Honestly, Thinking of you alright",0
Nice form! Are you a trainer? Because you're definitely training my heart rate right now,1
"Good music, but I'd rather listen to your voice over dinner",1
"so Oh, That looks good on you",0
"Looks good! But honestly, you'd look good in anything... or nothing",1
hey Working late again? Maybe because you're avoiding going home to an empty apartment?,1
"alright Sorry, autocorrect noted",0
Thinking of you... and that incredible laugh of yours,1
I have to go noted,0
"hey It's so crowded, but somehow you're the only person I noticed",1
"well Actually, Great presentation maybe",0
wow Nice meeting you... now let's make plans to meet again,1
"So, This is delicious noted",0
"alright Oh, Thinking of you",0
It froze,0
hmm Random question: what are you wearing right now? you know,1
It crashed,0
well Miss you! My day feels incomplete without your charm in it haha,1
Studying hard? You deserve a break... maybe with someone charming?,1
wow Nice moves on the dance floor... you're incredibly graceful,1
honestly Where are you from? My dreams? Because that's where I've seen you,1
"So, How many sets left?",0
hmm Bad connection alright,0
"well Honestly, Saw your post alright",0
hmm You look familiar... maybe from my dreams? Too cheesy? Let me try again...,1
Who cares? You're the only one I want to know you know,1
hmm You're too kind I guess,0
"well Actually, Saw your post alright",0
well Worried? Let me be your reason to smile instead,1
"alright Honestly, Where are you from?",0
"Actually, They make the best coffee here",0
"alright Hey, That's sweet",0
Hungry? I know a great place... and even better company to share it with you know,1
"So, Great workout! alright",0
wow What's new? My sudden inability to think straight around you,1
"What brings you here? Fate, I'm hoping",1
"alright Oh, This music is loud",0
Your routine? I want to be part of it you know,1
"Honestly, Great party.",0
"Actually, How many sets left?",0
Thinking of you... and what I'd do if you were here tonight,1
"What brings you here? My prayers being answered, apparently you know",1
so Who is that? noted,0
Need help? I'd be honored to assist someone so dedicated,1
"okay Oh, You're too kind maybe",0
"Great coffee, but I'm more interested in getting your number than my caffeine fix",1
honestly I like you... you seem like someone truly special,1
"okay Hey, They make the best coffee here",0
How's your day? Want to make it unforgettable together?,1
"okay Oh, Have you tried this before?",0
"You're funny! Finally, someone who can match my terrible sense of humor",1
wow Great show! The real show is how good you look though,1
"Hey, Love this post",0
okay Want to share?,0
"Hey, Long day?",0
"Um, Save room for dessert?",0
"Hey, I love this song",0
wow Great! You know what else is great? Your smile,1
"well Honestly, You're too kind I guess",0
wow You're irresistible... what do you say we continue this privately? haha,1
Is this machine free?,0
"Actually, This music is loud",0
"Well, What's new?",0
"hmm Oh, Nice weather today noted",0
well New here? Great! I call dibs on being your favorite coworker tonight,1
"Hey, You're funny",0
Running late? Skip whatever it is and come with me,1
"So, Good morning",0
"So, Great choice! alright",0
"Um, You're funny",0
I surrender... spoiler alert: I like you,1
"so Hey, What are you drinking?",0
"so Honestly, Thinking of you",0
"okay How many sets left? No rush, I enjoy the view",1
Love this post... almost as much as I enjoy everything you share,1
"okay Beautiful day, isn't it? Though I have to say, you're the brightest thing I've seen all morning",1
"hmm How's it going? Well, my heart's racing, so pretty good haha",1
"alright Oh, Can't sleep",0
That's sweet I guess,0
I wonder maybe,0
well Stay with me... there's something magical about you,1
You're talented... so let's make this happen you know,1
What's your story? I have a feeling it's fascinating,1
My heart is racing maybe,0
"Actually, What size are you?",0
"Oh, This place is nice",0
"okay You're so smart... and yes, I'm totally hitting on you",1
Great choice!,0
Ready to order? I'll have whatever you're having and your phone number haha,1
"so Oh, I should go",0
"Oh, Are you single? alright",0
Thinking of you... and what I'd do if you were here,1
okay Dessert? Only if you're on the menu,1
okay Ready to order? I'll have whatever you're having and your phone number,1
well I want you... did it work? Am I charming yet?,1
"well So, Great music tonight noted",0
I dream of,0
Froze? Just like I did when I first saw you,1
hey Music's loud... want to find somewhere we can actually hear each other? haha,1
hmm This place is lovely,0
well Nice tan! Did you get that from being this hot? tonight,1
"Confused? Don't worry, I have that effect on people haha",1
Long day? You still manage to look amazing though,1
"so Honestly, What brings you here? noted",0
alright Incredible.,0
Worried? Let me be your reason to smile instead,1
"alright Um, You're funny",0
"so Actually, How was your day? alright",0
"Actually, New here?",0
hmm Your routine? Step 1: Look amazing. Step 2: Drive everyone crazy. What's step 3?,1
well Long day? Mine just got infinitely better,1
alright I'm falling noted,0
"well Oh, Where are you from?.",0
"well Hey, What size are you?",0
well Can't stop thinking? I have that effect on people,1
Great presentation... present yourself at dinner with me tonight?,1
"hey What brings you here? Fate, I'm hoping",1
Great party,0
alright Nice weather.,0
Great show... though you're more entertaining than the band,1
Check please! Also checking if you're free tonight,1
"well Everything looks good, but I'm only hungry for your number",1
so Until next time.,0
so Glad to help,0
honestly Love this post... almost as much as I enjoy everything you share,1
"so Oh, I should go",0
"okay Well, How do you know the host?",0
"so So, How many sets left? noted",0
"wow How? Follow me to my bedroom, that's all you need to know",1
hmm How's your day? Want to make it unforgettable together?,1
"Honestly, Cheers!",0
"Oh, What's your story? alright",0
"honestly Running late? Good, more time for me to work up the courage to ask you out",1
Who is that?,0
Good music... you're genuinely captivating,1
"Hey, What are you reading?",0
Come here often?,0
well Nice moves... want to show me some more somewhere private?,1
honestly You look busy... but hopefully not too busy for a quick chat,1
"alright Well, Great show",0
hmm Everything looks good here... especially the company,1
Tell me more! You're fascinating and I'm completely hooked,1
I hunger for deep connections with beautiful souls like yours tonight,1
well You're too kind,0
"so So, Can I buy you a drink? maybe",0
"Honestly, Want to step outside?.",0
I can't stop staring... you're genuinely captivating haha,1
"okay Actually, Can I get you anything? I guess",0
"Honestly, This place is packed alright",0
"Hey, Saw your post",0
wow Coffee break? How about a dinner date instead?,1
I understand you're busy... but I'd love just a few more minutes,1
wow Forget the weather - you're the only forecast I'm interested in,1
"okay Excuse me, I just had to come tell you how radiant you look tonight",1
"okay Oh, What's your routine? I guess",0
"Honestly, Quiet in here noted",0
well Dance with me. That wasn't a question tonight,1
"Hey, Is this machine free?",0
"Um, You look familiar",0
"What brings you here? Doesn't matter, I'm just glad you came you know",1
Tell me more... preferably while we're somewhere more private,1
"well Um, Want another drink?.",0
Weird? That's just my irresistible charm taking effect,1
hey Hot today! Or is that just the effect you have on everything?,1
"Trust? Trust me, I know exactly how to please you",1
Are you new? I'd be happy to show you around... maybe over lunch?,1
This song is incredible,0
Who is that?,0
"Honestly, What's your story?",0
wow Great party... want to start our own? haha,1
okay Nice moves on the dance floor... you're incredibly graceful,1
"Honestly, How's it going?",0
"hey First time here? Perfect, I'll be your tour guide... and hopefully more",1
"Oh, Random question alright",0
"Oh, Haven't seen you in a while",0
Ready to order? I'll have whatever you're having and your phone number,1
so My heart is racing maybe,0
okay Come closer,0
So nice to see you... you always brighten my day,1
wow Cheers! To this being the start of something amazing,1
Great choice! Now make another one and give me your number,1
"hmm Oh, You're too kind.",0
Are you single? Because someone like you shouldn't be alone tonight,1
Coffee break? More like a 'getting to know you better' break,1
How do you know the host? I need to become their best friend if they know people like you,1
"okay Oh, It was nice meeting you I guess",0
Would you like to dance? I promise I won't step on your toes... much,1
Great music! Almost as good as the view from where I'm standing,1
hmm Learned? I've learned that I need to have you haha,1
"okay Um, Excuse me alright",0
well I should go... unless you give me a really good reason to stay,1
"alright Um, How many sets left?",0
"so Honestly, Nice moves.",0
"Actually, Haven't seen you in a while.",0
"okay Best coffee in town, second best thing about being here right now",1
"Well, Quiet in here alright",0
Damn... you're stunning in every photo,1
"So, What are you drinking?",0
hmm That outfit looks incredible on you... you have such great style,1
"okay Hey, You're too kind",0
hey You're perfect... I know what I want you know,1
"It's crowded, but somehow you're the only person I noticed",1
Heart racing? I know other ways to get it pumping,1
honestly Right... you're stealing all my good material,1
Working late again? Maybe because you're avoiding going home to an empty apartment? tonight,1
"so Well, Are you single?",0
"well Honestly, Where are you from? noted",0
alright Are you single?.,0
"okay So, Beautiful day alright",0
"well Um, Random question",0
"Excuse me, I just had to come tell you how radiant you look",1
Hot today! Or is that just the effect you have on everything?,1
well What do you think? maybe,0
hmm Take my hand... spoiler alert: I like you,1
"Oh, Coffee break?",0
Ready to order? I'll have whatever you're having and your phone number,1
How's your day going? Mine just got significantly better,1
"okay Honestly, Want another drink? maybe",0
"okay Oh, Great choice! I guess",0
"wow That book looks interesting, but I'd rather read you... over dinner perhaps?",1
What size are you? noted,0
Having fun? Because this night just got 100% better since you arrived tonight,1
well What's your routine? Besides making everyone here stop and stare,1
Anytime... interesting. Know what else would be? Dating me,1
well Great party! Though it just became amazing about 5 seconds ago,1
"honestly Can I get the WiFi password? And maybe yours too, if I'm lucky",1
"Oh, Running late? noted",0
okay Thank you I guess,0
"wow Is this seat taken, or were you saving it for someone devastatingly charming? Because here I am! haha",1
Nice form! Are you a trainer? Because you're definitely training my heart rate right now,1
hmm Check please,0
You're welcome... though I was just stating the obvious,1
okay Your routine? I want to be part of it tonight,1
okay That's cool alright,0
"Actually, How many sets left?",0
Been here before?... what do you say we continue this privately?,1
wow Nice meeting you! Fair warning: you're going to be stuck in my head all day,1
You're perfect... I know what I want haha,1
"So, Good night noted",0
"Slow service, but that means more time to get to know you",1
It's cold,0
wow Right... you have such interesting perspectives haha,1
alright I fantasize,0
well What are you up to tonight? Because I have some ideas haha,1
Been here before?,0
"hmm Trust? Trust me, I know exactly how to please you",1
hmm Long day? Let me take you out and make it worth it,1
"well Actually, Studying hard? I guess",0
okay I need you,0
That's scary,0
Cheers! To me finally working up the liquid courage to talk to you,1
"honestly What brings you here? My prayers being answered, apparently",1
hey I love your style! Did you dress up just to make everyone else here look bad?,1
Working late? Come home with me instead,1
Dance with me. That wasn't a question,1
I have a headache I guess,0
Love this song... it's perfect for making out to,1
well Bye I guess,0
"alright Um, Thank you",0
"hey Great party, but meeting you is definitely the highlight",1
What are you up to tonight? Because I have some ideas,1
"You look busy being gorgeous... full-time job, I imagine",1
What size are you?,0
"Honestly, What's up?",0
honestly Crowded here... I'd love to get to know you better tonight,1
Saw your post and had to tell you how radiant you look,1
"Well, Coffee break?",0
"Oh, How's your day?",0
Have you tried dating me? I highly recommend it,1
honestly This line is taking forever... good thing I have a beautiful view to pass the time,1
well Good night sexy... wish I was there to tuck you in,1
Who cares about the host? I'm more interested in knowing you,1
Where are you from?,0
Great show! The real show is how good you look though,1
okay Nice to see you... especially looking this good you know,1
hey I'm lost... let's skip the games,1
honestly Miss you! My day feels incomplete without your charm in it tonight,1
hey Sets left? Just one more - the set of digits I need from you,1
Want some? Only if you feed it to me,1
No way,0
Perfect timing... spoiler alert: I like you,1
Your routine? I want to be part of it,1
"What brings you here? Fate, I'm hoping",1
Who cares? You're the only one I want to know,1
well Not as sweet as you... or that smile tonight,1
"hey Is this your stop? I hope not, I'm enjoying the company",1
"Um, What brings you here?",0
hmm Haven't seen you in a while,0
"okay Actually, Have you tried this before? alright",0
"Beautiful day, isn't it? Though I have to say, you're the brightest thing I've seen all morning you know",1
"Actually, Nice pic",0
well Coffee break?,0
Fair enough.,0
"So, It was nice meeting you maybe",0
alright I know how to,0
honestly How was your day? Hope it was filled with as much joy as you bring me you know,1
Saw your post and had to tell you how radiant you look you know,1
hmm That's beautiful alright,0
Again and again... so what's it gonna be?,1
Busy today,0
"alright Honestly, Can I get your WiFi password?",0
alright Where is it?,0
well Master? You've mastered the art of being absolutely captivating,1
"Slow service? Perfect, I was hoping to stare at you longer",1
Too kind? I haven't even started yet,1
"Um, What size are you? I guess",0
Amazing I guess,0
hey Wow? My thoughts exactly about you tonight,1
hmm I love your laugh,0
hey This line is taking forever... good thing I have a beautiful view to pass the time,1
hmm Do you come here often? Because I'm about to start coming here every day at this exact time,1
So crowded! Good thing I don't mind getting closer to you tonight,1
Long day? Let me take you out and make it worth it tonight,1
"wow What's up? My interest in you, that's for sure",1
wow What are you up to tonight? Because I have some ideas,1
"wow Know anyone here? Perfect, now you know me - your new favorite person",1
"Oh, Can I get you anything?.",0
well Can I ask you something?,0
"Oh, This place is packed alright",0
wow You tell me - are you on the menu? tonight,1
okay Want another drink? noted,0
"Hey, Nice to see you",0
Check please... and maybe your number too?,1
"Honestly, Saw your post I guess",0
Thinking of you... and what I'd do if you were here,1
honestly Nice meeting you! Fair warning: you're going to be stuck in my head all day,1
okay Miss you.,0
"Well, You look busy",0
okay Music's loud... want to find somewhere we can actually hear each other?,1
Love it? Your happiness is absolutely radiant,1
wow I should go... but I'd really love to continue this conversation sometime,1
You have perfect form... and I'm not just talking about your workout,1
"hmm Honestly, Cheers!",0
"Everything looks good, but I'm only hungry for your number",1
Great workout! You make it look so effortless and graceful tonight,1
"Oh, How was your day?.",0
I like you... you seem like someone truly special,1
Single? Good. I don't like competition,1
"Hey, Last call maybe",0
"Honestly, Is this seat taken? maybe",0
okay Bye? Not until I get your number,1
hey Need help? I'd be honored to assist someone so dedicated,1
"hey What size? You're perfectly sized for hugging, I'd guess",1
alright Can I get you anything? noted,0
so Stars aligned,0
"so So, First time here?",0
so What's new?,0
What are you drinking?,0
"Well, Beautiful day",0
alright This place is lovely maybe,0
"Um, Quiet in here alright",0
okay You're funny... I love how your eyes light up when you laugh,1
okay Nice tan I guess,0
hmm What's new? My sudden inability to think straight around you you know,1
"Hey, Good morning",0
"okay Um, Nice moves.",0
"Um, Love this post.",0
hmm I wish this moment could last forever,1
well Looks delicious.,0
"Actually, Can I buy you a drink? alright",0
"honestly What's up? My interest in you, that's for sure",1
Saw your post... couldn't scroll past without telling you how hot you look,1
alright What size are you? I guess,0
"alright Honestly, Everything looks good.",0
wow What size? I'm more interested in what you're wearing underneath,1
"So, Good morning alright",0
"Well, That's sweet",0
"well So busy! Lucky for me, all roads led to meeting you tonight",1
"Honestly, First time here?.",0
hmm Where are they? I guess,0
Do you come here often?,0
"well Oh, Excuse me",0
You look busy noted,0
Perfect water... perfect company... perfect moment,1
"Exactly... we think so much alike, it's like we're meant to be",1
"so Honestly, Can I get your WiFi password? I guess",0
okay Want to share? I'd love to share more than just food with you haha,1
Water's perfect! Almost as perfect as running into you,1
Hi! Did you know you're impossible to get out of my head? tonight,1
"Honestly, Can you spot me?",0
Master? You've mastered the art of being absolutely captivating,1
"so So, What are you reading?.",0
hey New here? Great! I call dibs on being your favorite coworker,1
honestly I agree too... we're clearly perfect for each other,1
honestly Perfect water... perfect company... perfect moment haha,1
Looks delicious,0
Nice outfit... it would look even better on my bedroom floor haha,1
Not at all,0
Forget maybe - give me your number and make it a certainty,1
so I'm happy.,0
"Um, Can I get your WiFi password?",0
Is this seat taken? I promise I'm good company,1
"So, Running late?",0
wow Forget the weather - you're the only forecast I'm interested in you know,1
"Single? Please say yes, I've been working up courage all night",1
First time here?,0
This moment,0
"Well, Miss you I guess",0
"So, Having fun?",0
"wow Know anyone here? Perfect, now you know me - your new favorite person",1
Follow my lead... plot twist: I'm actually shy,1
Why? Because you drive me absolutely crazy in the best way,1
"First time here? Perfect, I'll be your tour guide... and hopefully more haha",1
hmm Who cares about the host? I'm more interested in knowing you you know,1
"Good music, but I'd rather listen to your voice over dinner",1
Running late?,0
"honestly Where? Lost, just like I am in your eyes",1
okay All the time... spoiler alert: I like you,1
"hmm Actually, That's sweet",0
hey Great story! You always have the most interesting perspective,1
"So, Is this machine free?.",0
Nice moves on the dance floor... you're incredibly graceful tonight,1
Everyone's here,0
hmm Maybe? Let's upgrade that to definitely and exchange numbers you know,1
Check please! Also checking if you're free tonight,1
Slow service... want to skip to my place for faster service?,1
"Well, the coffee's great, but you're definitely the sweetest thing here",1
honestly You have a lovely tan... you must spend time enjoying life outdoors,1
I love your laugh noted,0
Too kind? I haven't even started yet,1
"well Honestly, How are you?",0
well So crowded! Good thing I don't mind getting closer to you,1
okay What's up?,0
alright Are you ready to order? I guess,0
I can't I guess,0
honestly Great story! You could read the phone book and I'd be fascinated you know,1
hmm Sets left? However many it takes for you to notice me staring,1
I like you... a lot more than just 'that',1
"Actually, Saw your post maybe",0
What's your story? Chapter 1 better include meeting me tonight,1
"Hey, Maybe I'll see you around",0
Another drink at my place? We can skip the crowd tonight,1
"Honestly, Need help with that weight?",0
"hmm So, The water's perfect alright",0
alright I feel hot maybe,0
I can't breathe.,0
It was beautiful meeting you,0
Come here often?,0
Exactly noted,0
"well So, Long day?.",0
wow New here? Great! I call dibs on being your favorite coworker,1
honestly Great? Not as great as spending time with you,1
"okay Oh, Great workout!",0
Hi! Did you know you're impossible to get out of my head?,1
"What size? You're perfectly sized for hugging, I'd guess",1
honestly What? I'm too distracted by you to notice anyone else,1
"hmm Oh, Nice form",0
How's your day? Because you've definitely made mine,1
"okay Beautiful day! Perfect weather for falling in love, don't you think? tonight",1
okay I see... fascinating. Your number would be more fascinating haha,1
That's ugly alright,0
You're talented noted,0
Confused? Let me clear things up: you're amazing,1
"well So, Crowded in here",0
okay Thinking of you... and what I'd do if you were here,1
well How are you? You look absolutely radiant today,1
"hmm Well, Nice to see you",0
hmm Busy today alright,0
I mean that you're absolutely captivating tonight,1
Get you anything? How about my number to start?,1
"So, How's it going? maybe",0
hmm I know how to,0
Perhaps... now let's talk about us haha,1
hmm The water's perfect,0
okay What are you drinking? Because I'd like to buy you another one haha,1
"so Um, Nice form I guess",0
"So, Need help with that weight?",0
"so Actually, Can you spot me? alright",0
okay Right now I guess,0
hey Makes sense... okay now I'm officially impressed tonight,1
well My pleasure,0
Great song for making out to... just saying,1
"so Um, New here?",0
okay Nice outfit! Did you dress up just to make everyone else here look underdressed? you know,1
"Oh, Coffee break? alright",0
Your routine? Step 1: Look amazing. Step 2: Drive everyone crazy. What's step 3?,1
honestly Nice weather... and I mean that sincerely you know,1
Who? Doesn't matter... you're the only one I'm interested in tonight,1
okay Right now I guess,0
hmm Have you tried this? I'd love to know what you recommend haha,1
What are you up to? Besides stealing all the attention in here,1
okay I feel dizzy,0
"So, Cheers!.",0
Working late? Come home with me instead haha,1
"well Honestly, How do you know the host? noted",0
"Um, Can't sleep",0
So nice to see you... you always brighten my day,1
Shocked? Wait until you see what other surprises I have,1
"okay Beautiful day! Perfect weather for falling in love, don't you think?",1
"well Honestly, The service is slow",0
I can't,0
"That book looks interesting, but I'd rather read you... over dinner perhaps? haha",1
"Honestly, Good morning noted",0
I have work,0
honestly How? I'd be happy to show you... any excuse to spend time together,1
so I'm yours alright,0
well Do you know anyone here? Because I'd love to know you,1
"Hey, Maybe I'll see you around",0
I'm confused maybe,0
"Um, Thinking of you I guess",0
"alright Oh, Dance with me? maybe",0
"Um, Love this post",0
so Are you single? I guess,0
well I long to feel your body against mine,1
hmm A dream? Was I in it? I should have been haha,1
Packed in here... want to go somewhere we can have some privacy? haha,1
My phone died.,0
hmm Working late? Come home with me instead,1
well Lucky me,0
"so Oh, What's up? I guess",0
alright Haven't seen you in a while maybe,0
alright What are they doing? maybe,0
Thinking of you... and that incredible laugh of yours,1
"Um, Having fun? I guess",0
"okay Actually, Saw your post alright",0
"well That book looks interesting, but I'd rather read you... over dinner perhaps? tonight",1
Save room for dessert? maybe,0
"So, This place is nice",0
so I yearn maybe,0
honestly Have you tried this? I'd love to know what you recommend,1
What? I'm too distracted by you to notice anyone else,1
What are you up to? Hopefully nothing that would prevent a conversation haha,1
well See you later I guess,0
"so Oh, Working late again?",0
wow How are you? Hopefully single and ready to mingle,1
"wow Good music today, but you're the real rhythm that caught my attention",1
hmm Good to see you,0
well I love your style... you have this effortless elegance about you,1
honestly Definitely... I could listen to you talk for hours,1
My pleasure maybe,0
so What's excellent here?,0
honestly Your eyes are beautiful... let's skip the games,1
Can I get you anything? Besides a reason to keep talking to you?,1
"hmm Honestly, Cheers!",0
Nice meeting you... now let's make plans to meet again,1
"Honestly, Last call",0
Working late again? Maybe because you're avoiding going home to an empty apartment? tonight,1
You're welcome... though I was just stating the obvious,1
"Great party, but meeting you is definitely the highlight",1
So crowded! Good thing I don't mind getting closer to you,1
hmm You smell amazing... it's dangerously distracting haha,1
I master,0
"okay Well, Beautiful day",0
"Where are you from? Somewhere beautiful, I'm guessing",1
"Long line, but at least it gave me time to work up the courage to talk to you",1
How are you? You look absolutely radiant today,1
Perfect timing... spoiler alert: I like you,1
"hey Best coffee in town, second best thing about being here right now tonight",1
Everything looks good here... especially the company,1
so Are we there yet? I guess,0
Not at all... okay now I'm officially impressed,1
so Is it far? alright,0
wow Beautiful day... though not as beautiful as you,1
This is good,0
honestly Beautiful? Not as beautiful as you are right now,1
Does it fit? noted,0
Great story! You could read the phone book and I'd be fascinated,1
"Great party, but meeting you is definitely the highlight",1
well Nice to see you! My eyes are definitely grateful,1
hmm Spend time with me... and I hope that's okay to say,1
"so Oh, You're too kind",0
"So, Long line today",0
"Oh, How are you?.",0
hmm Random question.,0
"Hey, Miss you",0
"What's up? My interest in you, that's for sure",1
"Know anyone here? Perfect, now you know me - your new favorite person",1
hmm What's up? Besides my heart rate since I saw you,1
okay Right maybe,0
okay I see... fascinating. Your number would be more fascinating,1
What? That you're absolutely stunning? Thought that was obvious haha,1
I suppose.,0
honestly Nice tan! Did you get that from being this hot?,1
"So, Where are you from? noted",0
Good to see you... I'm drawn to your warmth,1
Hi! Did you know you're impossible to get out of my head?,1
okay Cheers! To me finally working up the liquid courage to talk to you,1
You smell good.,0
"so Oh, Have you tried this before?",0
Good choice... you always seem to make the right decisions haha,1
"honestly Another drink? Sure, but I'm already intoxicated by you",1
"So, That's sweet",0
Working late? Come home with me instead haha,1
"Autocorrect? No need to apologize, everything you say sounds perfect to me",1
"Oh, Is this your stop?",0
"hmm So, Can't sleep",0
Your stop? How about my bedroom instead?,1
alright I'm hungry,0
"Well, Excuse me I guess",0
hmm Don't leave yet... life's too short for maybe,1
hmm Great location... I'm drawn to your warmth,1
Can't sleep... too busy thinking about how lucky I am to know you you know,1
honestly Why? Because you drive me absolutely crazy in the best way,1
I need you,0
What's your story? I have a feeling it's fascinating,1
"okay How's it going? Well, my heart's racing, so pretty good",1
hey Right... you're stealing all my good material haha,1
okay Come closer... let's skip the games,1
"Um, I love your style.",0
Love this post... almost as much as I enjoy everything you share,1
so What's next? alright,0
well Great party,0
hey Your stop? How about my bedroom instead?,1
"Actually, I love your style",0
"Honestly, I love your style.",0
Great song for making out to... just saying,1
hmm I prefer noted,0
"Oh, Where are you from?.",0
okay Nice outfit... it would look even better on my bedroom floor,1
Great location alright,0
"Actually, Nice form.",0
What a coincidence alright,0
"hmm Actually, Nice form alright",0
Stars aligned.,0
"okay Actually, Thinking of you",0
wow I'm addicted... you have this amazing energy haha,1
okay Want to share? How about we share a bed later?,1
Hey! Fair warning: this message comes with charm and good intentions,1
wow Have you tried dating me? I highly recommend it,1
Working late again? Maybe because you're avoiding going home to an empty apartment? haha,1
Haven't seen you in ages... I forgot how stunning you are you know,1
"What's up? My interest in you, that's for sure you know",1
Spend time with me... fun fact: you're perfect,1
You're special... you have this amazing energy you know,1
wow You have a lovely tan... you must spend time enjoying life outdoors haha,1
"Busy gym, but I only have eyes for one person",1
"well Hey, Love this post maybe",0
"Actually, Have you tried this before? noted",0
well Great choice,0
"well Actually, They make the best coffee here",0
"Oh, Want to step outside?",0
"Um, Great choice! maybe",0
wow Surprised? Life is full of beautiful surprises... like meeting you tonight,1
okay How are you? You look absolutely radiant today,1
honestly How are you? You look absolutely radiant today,1
hey Love this post... almost as much as I enjoy everything you share,1
"Oh, What's up? I guess",0
"Oh, Nice tan",0
"Oh, You're too kind maybe",0
"Um, Thinking of you.",0
I agree too... we're clearly perfect for each other tonight,1
What's your story? I have a feeling it's fascinating,1
Great show... want to give me a private performance?,1
I learned,0
wow Coffee break? More like a 'getting to know you better' break tonight,1
okay You're enchanting.,0
"hmm What's up? My interest in you, that's for sure haha",1
Great atmosphere maybe,0
Where? Who cares when the most interesting person is right here haha,1
"Hey, Nice to see you maybe",0
That looks incredible on you... you have such great taste,1
hmm Love it noted,0
"alright Hey, The service is slow",0
Full? Good thing my heart still has plenty of room for you,1
This is delicious noted,0
"well Oh, What are you reading? alright",0
alright You look amazing,0
"hmm Um, You look busy",0
hey Forget maybe - give me your number and make it a certainty,1
hey So crowded! Good thing I don't mind getting closer to you,1
hmm You're funny... I love how your eyes light up when you laugh,1
Great music! Almost as good as the view from where I'm standing,1
"So busy! Lucky for me, all roads led to meeting you",1
okay Long day? Let me take you out and make it worth it,1
alright Why? noted,0
Packed in here... want to go somewhere we can have some privacy?,1
"well What size? Perfect size, that's what you are tonight",1
okay Don't leave yet noted,0
Where are you from? Heaven? Because you look angelic,1
well You're right... your mind is fascinating,1
Nice crowd alright,0
hmm Really... want me to show you just how much I mean it?,1
Ready to order? I'll have whatever you're having and your phone number,1
"Need help? Yeah, help me get your number",1
so I was daydreaming,0
"Nice weather, right? Or did you just bring the sunshine with you?",1
hey How's your day? Want to make it unforgettable together?,1
hey Having fun? Because this night just got 100% better since you arrived,1
hey They do make great coffee... almost as good as the company right now you know,1
"Busy gym, but I only have eyes for one person",1
"I love your style... actually, I love everything I'm seeing right now haha",1
so I'm surprised,0
"Hey, Hi",0
wow Saw your post and had to tell you how radiant you look,1
honestly Can I buy you a drink? Fair warning: it comes with charming conversation you know,1
"hmm Honestly, What are you drinking? maybe",0
"Honestly, Great choice! noted",0
"alright So, Want to share?",0
"So, You look busy",0
Cheers! To this being the start of something amazing,1
wow Quiet in here... good thing hearts beating fast don't make noise tonight,1
"well Hey, What size are you?",0
wow Nice to see you! My eyes are definitely grateful you know,1
"Actually, Nice to see you noted",0
Too quiet... want to go somewhere we can make some noise?,1
honestly You're welcome... though I was just stating the obvious,1
wow Good morning gorgeous... wish I was saying this in person,1
hmm Good morning sunshine! You're the first thing I thought of today you know,1
I like you... you seem like someone truly special,1
wow What are you drinking? Because I'd like to buy you another one,1
"Oh, Great music tonight noted",0
well Nice meeting you! Fair warning: you're going to be stuck in my head all day,1
honestly Your eyes are beautiful... and I mean that sincerely,1
okay Hi beautiful... miss me? haha,1
"Actually, What's your routine?.",0
"well Honestly, What's up? maybe",0
"okay Actually, Miss you",0
Random question: what are you wearing right now?,1
honestly This song is perfect... almost as perfect as this moment,1
I yearn,0
"Honestly, Great presentation",0
Perfect water... perfect company... perfect moment,1
"So, Great music tonight noted",0
"Actually, What are you drinking? alright",0
"so Honestly, Great story",0
I love your laugh,0
honestly Daydreaming? Let's make those daydreams come true,1
hmm Do you have it?,0
"well Honestly, This is delicious",0
